ISO3,period,probability,year,era_mwtemp,era_mwprecip,cru_mwtemp,cru_mwprecip
PRY,2021-2100,0.99,1990,21.801553344726585,5.952611682005227,21.94276213645935,154.3289591471354
ROU,1990-2020,0.85,1990,10.771045939127646,1.706358326676612,10.005560910950104,39.48106606801351
ROU,2021-2100,0.88,1990,10.771045939127646,1.706358326676612,10.005560910950104,39.48106606801351
RUS,1990-2020,0.27,1990,5.020033772786462,2.152337877002234,5.087736394256353,55.64466873804728
RUS,2021-2100,0.33999999999999997,1990,5.020033772786462,2.152337877002234,5.087736394256353,55.64466873804728
RWA,1990-2020,0.99,1990,18.97760925292971,4.788287659115061,18.959145545959473,93.96191986401875
RWA,2021-2100,0.99,1990,18.97760925292971,4.788287659115061,18.959145545959473,93.96191986401875
SAU,1990-2020,0.99,1990,25.315952555338583,0.18845972772396635,25.295411586761475,7.8777159452438354
SAU,2021-2100,0.99,1990,25.315952555338583,0.18845972772396635,25.295411586761475,7.8777159452438354
SDN,1990-2020,0.99,1990,28.325298563639365,1.2033704260829836,28.28713385264079,29.23170550664266
SDN,2021-2100,0.99,1990,28.325298563639365,1.2033704260829836,28.28713385264079,29.23170550664266
SEN,1990-2020,0.99,1990,27.21167907714846,1.1108028073749665,27.81228478749593,45.16273837241655
SEN,2021-2100,0.99,1990,27.21167907714846,1.1108028073749665,27.81228478749593,45.16273837241655
SLB,1990-2020,0.99,1990,25.49103190104171,9.131876518949866,26.21367120742798,208.1726868947347
SLB,2021-2100,0.99,1990,25.49103190104171,9.131876518949866,26.21367120742798,208.1726868947347
SLE,1990-2020,0.99,1990,25.602044677734398,7.033568086626474,26.38407850265503,178.28344520926476
SLE,2021-2100,0.99,1990,25.602044677734398,7.033568086626474,26.38407850265503,178.28344520926476
SLV,1990-2020,0.99,1990,24.79558461507162,4.033425355980095,24.864503224690754,128.57381981611252
SLV,2021-2100,0.99,1990,24.79558461507162,4.033425355980095,24.864503224690754,128.57381981611252
SRB,1990-2020,0.89,1990,11.482995605468773,1.5122720578801818,11.066065236926079,47.68913380304972
SRB,2021-2100,0.92,1990,11.482995605468773,1.5122720578801818,11.066065236926079,47.68913380304972
SUR,1990-2020,0.99,1990,25.89251607259115,5.499760009115562,26.555060704549152,243.35001373291016
SUR,2021-2100,0.99,1990,25.89251607259115,5.499760009115562,26.555060704549152,243.35001373291016
SVK,1990-2020,0.69,1990,8.636275227864587,2.1481011741949865,8.337038109699884,60.29662052790324
SVK,2021-2100,0.73,1990,8.636275227864587,2.1481011741949865,8.337038109699884,60.29662052790324
SVN,1990-2020,0.79,1990,10.022627766927087,3.1369127391371876,9.347441663344702,109.16363207499187
SVN,2021-2100,0.84,1990,10.022627766927087,3.1369127391371876,9.347441663344702,109.16363207499187
SWE,1990-2020,0.48,1990,7.4597946166992415,2.224374591605738,7.067449311415355,57.5719420115153
SWE,2021-2100,0.51,1990,7.4597946166992415,2.224374591605738,7.067449311415355,57.5719420115153
SWZ,1990-2020,0.99,1990,18.596465047200525,2.7835516484628897,20.249861240386963,56.56377825513482
SWZ,2021-2100,0.99,1990,18.596465047200525,2.7835516484628897,20.249861240386963,56.56377825513482
SYR,1990-2020,0.99,1990,17.359340922037802,0.5942384538381399,17.135435263315838,20.983833486835163
SYR,2021-2100,0.99,1990,17.359340922037802,0.5942384538381399,17.135435263315838,20.983833486835163
TCD,1990-2020,0.99,1990,28.38000895182296,1.5019251029736818,27.96581761042277,45.05787450323502
TCD,2021-2100,0.99,1990,28.38000895182296,1.5019251029736818,27.96581761042277,45.05787450323502
TGO,1990-2020,0.99,1990,26.62902984619143,3.1333104877073006,26.937501112620037,83.50617595513661
